"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","subname","question_order","gender","varimages","baseimage","baseimagestr","baseimagestr2","stimulus","response_type","key_press","avg_frame_time","center_x","center_y"
"","psychophysics","10","13796","0.0-6.0-0.0","1048","f","","","","","","","","","key","f","16.677419354838708","720","250"
"","psychophysics","11","14315","0.0-6.0-0.1","513","f","","","","","","","","","key","f","16.666666666666668","720","250"
"","psychophysics","12","14527","0.0-6.0-0.2","208","f","","","","","","","","","key","f","16.666666666666668","720","250"
"","psychophysics","13","14711","0.0-6.0-0.3","178","f","","","","","","","","","key","f","16.7","720","250"
"","psychophysics","14","14836","0.0-6.0-0.4","115","f","","","","","","","","","key","f","16.5","720","250"
"","psychophysics","15","15258","0.0-6.0-0.5","412","f","","","","","","","","","key","f","16.52","720","250"
"","psychophysics","16","16036","0.0-6.0-0.6","773","f","","","","","","","","","key","f","16.666666666666668","720","250"
"","psychophysics","17","16691","0.0-6.0-0.7","646","f","","","","","","","","","key","f","16.512820512820515","720","250"
"","psychophysics","18","17383","0.0-6.0-0.8","686","f","","","","","","","","","key","f","16.675","720","250"
"","psychophysics","19","18016","0.0-6.0-0.9","622","f","","","","","","","","","key","f","16.64864864864865","720","250"
"","psychophysics","20","18604","0.0-6.0-0.10","580","f","","","","","","","","","key","f","16.558823529411764","720","250"
"","psychophysics","21","18950","0.0-6.0-0.11","333","f","","","","","","","","","key","f","16.3","720","250"
